title,upvotes,downvotes,comments_counted,released_on
E488 - The Desperate Scream! Courageous Moments That Will Change the Future!,6.8K,40,"1,112 Comments","Released on Sep 27, 2014"
E489 - Here Comes Shanks! the War of the Best Is Finally Over!,8.2K,32,882 Comments,"Released on Sep 27, 2014"
"E490 - Mighty Leaders Face Each Other Down! Heralding the ""New Era""!",6.3K,41,580 Comments,"Released on Sep 27, 2014"
E491 - Landing at the Maiden Island! the Harsh Reality Falls Upon Luffy!,6.8K,44,790 Comments,"Released on Sep 27, 2014"
E492 - The Strongest Tag-Team! Luffy and Toriko's Hard Struggle!,2.7K,186,421 Comments,"Released on Oct 18, 2014"
E493 - Luffy and Ace! the Story of How the Brothers Met!,6.4K,36,500 Comments,"Released on Sep 27, 2014"
E494 - Here Comes Sabo! the Boy at the Gray Terminal!,5.3K,35,476 Comments,"Released on Sep 27, 2014"
E495 - I Won't Run! Ace's Desperate Rescue Operation!,5.3K,39,381 Comments,"Released on Sep 27, 2014"
E496 - To the Sea Someday! the Pledge of the Three Brats!,5.5K,32,507 Comments,"Released on Sep 27, 2014"
E497 - Leaving the Dadan Family for Good?! the Kids' Hideout Has Been Built!,5.4K,23,520 Comments,"Released on Sep 27, 2014"
E498 - Luffy Becoming an Apprentice?! a Man Who Fought Against the King of the Pirates!,4.8K,34,415 Comments,"Released on Sep 27, 2014"
E499 - The Battle Against the Big Tiger! Who Is Going to Be Captain?!,4.7K,26,473 Comments,"Released on Sep 27, 2014"
E500 - Freedom Taken Away! the Nobles' Plot Closing in On the Brothers!,5K,32,"1,081 Comments","Released on Sep 27, 2014"
E501 - The Fire Has Been Set! the Gray Terminal in Crisis!,4.5K,40,562 Comments,"Released on Sep 27, 2014"
E502 - Where Can Freedom be Found? A Sad Departure of a Boy!,4.4K,29,492 Comments,"Released on Sep 27, 2014"
E503 - Take Good Care of Him! A Letter from the Brother!,5.4K,30,636 Comments,"Released on Sep 27, 2014"
E504 - To Live Up To The Promise! Departures Of Their Own!,5.7K,21,535 Comments,"Released on Sep 27, 2014"
E505 - I Want To See Them! Luffy's Mournful Cry!,8.1K,30,796 Comments,"Released on Sep 27, 2014"
E506 - Straw Hats In Shock! The Bad News Has Reached Them!,6.3K,33,610 Comments,"Released on Sep 27, 2014"
E507 - Reunited With Dark King Rayleigh! Decision Time for Luffy!,6.1K,36,575 Comments,"Released on Sep 27, 2014"
E508 - Back to Our Captain! a Jail Break at the Sky Island and the Incident On the Winter Island!,5.5K,34,582 Comments,"Released on Sep 27, 2014"
E509 - Encounter! the Great Swordsman Mihawk! Zoro's Self-Willed Deadly Struggle!,5.4K,31,696 Comments,"Released on Sep 27, 2014"
E510 - A Disaster for Sanji! the Queen's Return to the Kingdom!,5.1K,23,521 Comments,"Released on Sep 27, 2014"
"E511 - Unexpected Relanding! Luffy, to Marineford!",5.8K,39,438 Comments,"Released on Sep 27, 2014"
E512 - With Hopes It Will Reach My Friends! Big News Spreading Fast!,5.9K,42,643 Comments,"Released on Sep 27, 2014"
E513 - Pirates Get On the Move! Astounding New World!,5.8K,31,480 Comments,"Released on Sep 27, 2014"
E514 - Living Through Hell! Sanji's Fight for His Manhood!,5.5K,28,552 Comments,"Released on Sep 27, 2014"
"E515 - I Will Get Much, Much Stronger! Zoro's Pledge to His Captain!",6.4K,24,746 Comments,"Released on Sep 27, 2014"
E516 - Luffy's Training Begins! To the Place We Promised in 2 Years!,10.2K,38,"1,919 Comments","Released on Sep 27, 2014"
E326 - The Mysterious Band of Pirates! Sunny and the Dangerous Trap!,11.7K,206,"1,081 Comments","Released on Sep 6, 2014"
"E327 - Sunny in a Pinch! Roar, Secret Superspeed Mecha!",6.1K,91,"1,503 Comments","Released on Sep 6, 2014"
"E328 - The Dream Sinking in the New World! the Disillusioned Pirate, Puzzle!",5.2K,74,623 Comments,"Released on Sep 6, 2014"
E329 - The Assassins Attack! the Great Battle On Ice Begins!,4.8K,76,532 Comments,"Released on Sep 6, 2014"
E330 - The Straw Hat's Hard Battles! a Pirate Soul Risking It All for the Flag!,4.2K,93,510 Comments,"Released on Sep 6, 2014"
E331 - Hot Full Throttle! the Twin's Magnetic Power Drawing Near!,3.8K,101,492 Comments,"Released on Sep 6, 2014"
E332 - Mansion of Great Chaos! the Enraged Don and the Captured Crew!,3.7K,95,527 Comments,"Released on Sep 6, 2014"
E333 - The Return of the Phoenix! the Dream of the Pirate Flag Sworn to a Friend!,3.6K,67,437 Comments,"Released on Sep 6, 2014"
E334 - The Red Hot Decisive Battle! Luffy vs. the Scorching Don!,3.8K,63,464 Comments,"Released on Sep 6, 2014"
E335 - Waiting in the New World! Farewell to the Brave Pirates!,4.1K,60,578 Comments,"Released on Sep 6, 2014"
E336 - Chopperman to the Rescue! Protect the TV Station by the Shore!,3.8K,111,510 Comments,"Released on Sep 6, 2014"
E337 - The Mysterious Skeleton Floating Through the Fog! Venture Into the Devil's Sea!,8.3K,42,961 Comments,"Released on Sep 6, 2014"
E338 - The Joy of Seeing People! The Gentleman Skeleton's True Identity,7.1K,46,798 Comments,"Released on Sep 6, 2014"
E339 - One Unnatural Phenomenon After the Next! Disembarking On Thriller Bark,6.4K,58,827 Comments,"Released on Sep 6, 2014"
E340 - The Man Called a Genius! Hogback Makes His Appearance!,6.1K,65,742 Comments,"Released on Sep 6, 2014"
E341 - Nami's in a Major Pinch! the Zombie Mansion and the Invisible Man,6K,62,"1,112 Comments","Released on Sep 13, 2014"
E342 - The Zombie's Secret! Hogback's Nightmarish Laboratory,5.8K,49,774 Comments,"Released on Sep 13, 2014"
E343 - His Name Is Moria! the Great Shadow-Seizing Pirate's Trap,5.4K,46,644 Comments,"Released on Sep 13, 2014"
E344 - Feast of the Zombie Song! The Night Raid's Bell Is the Sound of Darkness!,5.3K,51,714 Comments,"Released on Sep 13, 2014"
E345 - A Bunch of Animals? Perona's Wonder Garden,5K,56,645 Comments,"Released on Sep 13, 2014"
E346 - The Vanishing Straw Hat Crew! a Mysterious Swordsman Appears!,4.8K,41,856 Comments,"Released on Sep 13, 2014"
E347 - Chivalry Remains! The Traitorous Zombie Protects Nami,4.8K,44,609 Comments,"Released on Sep 13, 2014"
E348 - Appearing from the Sky! That Man Is the Humming Swordsman!,5K,41,707 Comments,"Released on Sep 13, 2014"
E349 - Luffy's Emergency Situation! the Ultimate Shadow's Destination!,4.7K,68,505 Comments,"Released on Sep 13, 2014"
"E350 - The Warrior Known As the ""Devil""!! The Moment of Oars' Revival",4.7K,37,582 Comments,"Released on Sep 13, 2014"
E351 - Awakening After 500 Years!! Oars Opens His Eyes!!,4.9K,51,604 Comments,"Released on Sep 20, 2014"
E352 - A Belief Worth Begging to Live for!! Brook Defends His Afro,4.7K,31,488 Comments,"Released on Sep 20, 2014"
E353 - A Man's Promise Never Dies!! To the Friend Waiting Under the Distant Sky,5.6K,37,710 Comments,"Released on Sep 20, 2014"
E354 - I Swear to Go See Him! Brook and the Cape of Promise,5.1K,65,516 Comments,"Released on Sep 20, 2014"
"E355 - Food, Nami and Shadows!! Luffy's Enraged Counterattack",4.8K,44,602 Comments,"Released on Sep 20, 2014"
E356 - Usopp's the Strongest? Leave Anything Negative to Him,5.1K,47,698 Comments,"Released on Sep 20, 2014"
E357 - The General Zombies Are Down in a Flash!! Oars Feels Like an Adventure!!,5K,42,610 Comments,"Released on Sep 20, 2014"
E358 - Blazing Knight Sanji!! Kick Down the Fake Wedding,5K,34,485 Comments,"Released on Sep 20, 2014"
E359 - A Clear-Clear History? Sanji's Stolen Dream,4.9K,56,669 Comments,"Released on Sep 20, 2014"
"E360 - Save Me, Hero!! My Enemy Is the Immortal Princess",5.4K,40,842 Comments,"Released on Sep 20, 2014"
"E361 - Perona Is Terrified!! Usopp and Untruthful Share the Same ""U""",5K,41,750 Comments,"Released on Oct 4, 2014"
E362 - Slashes Dancing On the Rooftop!! Zoro vs. Ryuma's Showdown,5.3K,31,541 Comments,"Released on Oct 4, 2014"
E363 - Chopper Is Furious!! Hogback's Evil Medical Practices,4.7K,40,555 Comments,"Released on Oct 4, 2014"
"E364 - Oars Roars! Come Out, Straw Hat Crew",4.9K,29,503 Comments,"Released on Oct 4, 2014"
E365 - Luffy Is the Enemy! The Ultimate Zombie vs. The Straw Hat Crew,4.7K,54,716 Comments,"Released on Oct 4, 2014"
"E366 - You’re Going Down, Absalom!! Nami’s Lightning Attack of Friendship!!",4.7K,31,663 Comments,"Released on Oct 4, 2014"
E367 - Knock Him Down!! Special Attack: Straw Hat Docking?,5.1K,31,733 Comments,"Released on Oct 4, 2014"
"E368 - The Silent Assault!! The Mysterious Visitor, ‘Tyrant’ Kuma!",4.9K,33,643 Comments,"Released on Oct 4, 2014"
E369 - Oars + Moria! The Most Heinous Combination of Brains and Brawn!,4.7K,33,449 Comments,"Released on Oct 4, 2014"
E370 - The Secret Plan to Turn the Tables! Nightmare Luffy Makes His Appearance!,4.9K,33,502 Comments,"Released on Oct 4, 2014"
E371 - The Straw Hat Crew Gets Wiped Out! The Shadow-Shadow’s Powers in Full Swing!,4.4K,20,491 Comments,"Released on Oct 4, 2014"
E372 - The Incredible Battle Starts! Luffy vs. Luffy!,5.4K,35,731 Comments,"Released on Oct 4, 2014"
E373 - The End of the Battle Is Nigh! Pound in the Finishing Move!,5.2K,41,575 Comments,"Released on Oct 18, 2014"
E374 - Our Bodies Vanish! The Morning Sun Shines on the Nightmarish Island!,4.8K,42,553 Comments,"Released on Oct 18, 2014"
E375 - Not Out of Danger Yet! Orders to Annihilate the Straw Hat Crew!,5.4K,39,537 Comments,"Released on Oct 18, 2014"
E376 - It Repels Everything! Kuma’s Paw-Paw Power!,6.3K,37,808 Comments,"Released on Oct 18, 2014"
E377 - The Pain of My Crewmates Is My Pain! Zoro's Desperate Fight!,11.3K,44,"1,255 Comments","Released on Oct 18, 2014"
E378 - The Promise from a Distant Day! The Pirates' Song and a Small Whale!,6.5K,39,688 Comments,"Released on Oct 18, 2014"
E379 - Brook's Past! A Sad Farewell with His Cheerful Comrade!,5.9K,30,822 Comments,"Released on Oct 18, 2014"
E380 - Bink's Booze! The Song that Connects the Past with the Present!,7.3K,29,957 Comments,"Released on Oct 18, 2014"
"E381 - A New Crewmate! The Musician, Humming Brook!",6.7K,31,"1,025 Comments","Released on Oct 18, 2014"
E382 - The Slow-Slow Menace! 'Silver Fox' Foxy Returns!,3.8K,70,578 Comments,"Released on Oct 18, 2014"
E383 - The Great Scramble for Treasure! Collapse! Spa Island!,3.3K,54,556 Comments,"Released on Oct 18, 2014"
E384 - Brook's Great Struggle! Is the Path to Becoming a True Comrade Rigorous?,5K,40,507 Comments,"Released on Oct 18, 2014"
E207 - Great Adventure at Long Ring Long Land!,5.7K,45,"1,203 Comments","Released on Apr 26, 2014"
E208 - A Davy Back With the Foxy Pirates!,3.7K,58,850 Comments,"Released on Apr 26, 2014"
E209 - Round 1! One Lap of the Donut Race!,3.1K,53,506 Comments,"Released on Apr 26, 2014"
E210 - Silver Fox Foxy! the Merciless Interference!,3K,47,663 Comments,"Released on Apr 26, 2014"
E211 - Round 2! Shoot It Into the Groggy Ring!,3K,85,671 Comments,"Released on Apr 26, 2014"
E212 - A Barrage of Red Cards in Groggy Ring!,3K,51,735 Comments,"Released on Apr 26, 2014"
E213 - Round 3! the Round-and-Round Roller Race!,2.7K,66,456 Comments,"Released on Apr 26, 2014"
E214 - A Seriously Heated Race! Into the Final Round!,2.6K,46,435 Comments,"Released on Apr 26, 2014"
E215 - Screaming-Hot Bombardment! Pirate Dodgeball!,2.7K,120,624 Comments,"Released on Apr 26, 2014"
"E216 - Showdown On the Cliff! Red Light, Green Light!",2.4K,237,692 Comments,"Released on Apr 26, 2014"
E217 - The Captains Square Off! The Final Combat Round!,2.8K,121,566 Comments,"Released on Apr 26, 2014"
E218 - Full-Blast Slow-Slow Onslaught vs. Invulnerable Luffy!,2.6K,152,735 Comments,"Released on Apr 26, 2014"
"E219 - Epic, Heated Combat! the Fateful Final Conclusion!",3.1K,112,818 Comments,"Released on Apr 26, 2014"
E220 - Was It Lost? Stolen? Who Are You?,2.8K,53,468 Comments,"Released on Apr 26, 2014"
E221 - A Mysterious Boy With a Horn and Robin's Deduction!,2.2K,40,414 Comments,"Released on Apr 26, 2014"
"E222 - Now, Let's Get Back Our Memories! the Pirate Crew Lands On the Island!",2.1K,26,378 Comments,"Released on Apr 26, 2014"
E223 - Zoro Bares His Fangs! a Savage Animal Stands in the Way!,2.2K,27,397 Comments,"Released on Apr 26, 2014"
E224 - The Last Counterattack by the Memory Thief Who Reveals His True Colors!,2.2K,26,427 Comments,"Released on Apr 26, 2014"
E225 - Proud Man! Silver Fox Foxy!,2.5K,86,567 Comments,"Released on Apr 26, 2014"
E226 - The Guy Who's the Closest to Invincible? and the Most Dangerous Man!,2.6K,55,581 Comments,"Released on Apr 26, 2014"
E227 - Navy Headquarters Admiral Aokiji! the Ferocity of an Ultimate Powerhouse!,4.1K,18,709 Comments,"Released on Apr 26, 2014"
E228 - Duel Between Rubber and Ice! Luffy vs. Aokiji!,3.7K,24,621 Comments,"Released on Apr 26, 2014"
E229 - The Dashing Sea Train and the City of Water: Water Seven!,3.8K,30,615 Comments,"Released on Apr 26, 2014"
E230 - Adventure in the City On the Water! Head to the Mammoth Shipbuilding Plant!,3.6K,24,670 Comments,"Released on Apr 26, 2014"
E231 - The Franky Family and Iceberg!,3.5K,18,509 Comments,"Released on May 3, 2014"
E232 - Galley-La Company! a Grand Sight: Dock #1!,3.4K,23,561 Comments,"Released on May 3, 2014"
E233 - Pirate Abduction Incident! a Pirate Ship That Can Only Await Her End!,3.5K,18,714 Comments,"Released on May 3, 2014"
E234 - Rescuing Our Friend! Raid On the Franky House!,4.2K,19,759 Comments,"Released on May 3, 2014"
E235 - Big Fight Under the Moon! the Pirate Flag Flutters With Sorrow!,4.6K,33,"1,177 Comments","Released on May 3, 2014"
E236 - Luffy vs. Usopp! Collision of Two Men's Pride!,5.6K,39,"1,406 Comments","Released on May 3, 2014"
E237 - Severe Shock Hits the City of Water! Iceberg Targeted!,3.6K,19,644 Comments,"Released on May 3, 2014"
E238 - Gum-Gum Human vs. Fire-Breathing Cyborg!,3.4K,36,643 Comments,"Released on May 3, 2014"
E239 - The Straw Hat Pirates Are the Culprits? The Protectors of the City of Water!,3.3K,28,549 Comments,"Released on May 3, 2014"
E240 - Eternal Farewell? Nico Robin: The Woman Who Draws Darkness!,3.6K,29,632 Comments,"Released on May 3, 2014"
E241 - Capture Robin! The Determination of the Straw Hats!,3.5K,19,620 Comments,"Released on May 3, 2014"
E242 - Cannon Fire Is the Signal! CP9 Goes Into Action!,3.3K,25,497 Comments,"Released on May 3, 2014"
E243 - CP9 Takes Off Their Masks! Their Shocking True Faces!,3.6K,21,721 Comments,"Released on May 3, 2014"
E244 - Secret Bond! Iceberg and Franky!,3.5K,16,531 Comments,"Released on May 3, 2014"
"E245 - Come Back, Robin! Showdown With CP9!",3.5K,30,696 Comments,"Released on May 3, 2014"
E246 - The Straw Hat Pirates Annihilated? The Menace of the Leopard Model!,3.4K,27,721 Comments,"Released on May 3, 2014"
E247 - The Man Who Is Loved Even by His Ship! Usopp's Tears!,3.6K,31,"1,044 Comments","Released on May 3, 2014"
E248 - Franky's Past! the Day the Sea Train First Ran!,3.5K,24,524 Comments,"Released on May 3, 2014"
E249 - Spandam's Scheme! the Day the Sea Train Shook!,3.3K,20,477 Comments,"Released on May 3, 2014"
E250 - The End of the Legendary Man! the Day the Sea Train Cried!,3.3K,20,563 Comments,"Released on May 3, 2014"
E251 - The Truth Behind Her Betrayal! Robin's Sorrowful Decision!,3.9K,24,749 Comments,"Released on May 3, 2014"
E252 - The Steam Whistle Forces Friends Apart! the Sea Train Starts to Run,3.6K,23,665 Comments,"Released on May 3, 2014"
E253 - Sanji Barges in! Sea Train Battle in the Storm,3.5K,27,505 Comments,"Released on May 3, 2014"
E254 - Nami's Soul Cries Out! Straw Hat Luffy Makes a Comeback!,3.5K,33,804 Comments,"Released on May 3, 2014"
E255 - Another Sea Train? Rocketman Charges Forth!,3.7K,23,690 Comments,"Released on May 3, 2014"
E256 - Rescue Our Friends! a Bond Among Foes Sworn With Fists!,3.5K,21,566 Comments,"Released on May 10, 2014"
E257 - Smash the Wave! Luffy and Zoro Use the Strongest Combo!,3.7K,18,764 Comments,"Released on May 10, 2014"
E258 - A Mysterious Man Appears?! His Name Is Sogeking!,4.1K,19,875 Comments,"Released on May 10, 2014"
E259 - Showdown Between Cooks! Sanji vs. Ramen Kenpo,3.5K,35,692 Comments,"Released on May 10, 2014"
E260 - Rooftop Duel! Franky vs. Nero,3.5K,22,576 Comments,"Released on May 10, 2014"
E261 - Clash! Demon-Slasher Zoro vs. Ship-Slasher T-Bone,3.6K,22,567 Comments,"Released on May 10, 2014"
E262 - Scramble Over Robin! a Cunning Plan by Sogeking!!,3.5K,25,549 Comments,"Released on May 10, 2014"
E263 - The Judicial Island! Full View of Enies Lobby!,3.8K,20,581 Comments,"Released on May 10, 2014"
"E264 - Landing Operations Start! Charge in, Straw Hats!",5.2K,43,855 Comments,"Released on May 10, 2014"
E265 - Luffy Cuts Through! Big Showdown On the Judicial Island!,4.2K,26,593 Comments,"Released on May 10, 2014"
E266 - Battle Against Giants! Open the Second Gate!,4K,33,703 Comments,"Released on May 10, 2014"
E267 - Find a Way Out! Rocketman Takes Flight!,3.8K,25,507 Comments,"Released on May 10, 2014"
E268 - Catch up With Luffy! the Straw Hats' All-Out Battle,4K,31,721 Comments,"Released on May 10, 2014"
E269 - Robin Betrayed! the Motive of the World Government!,4.1K,25,730 Comments,"Released on May 10, 2014"
E270 - Give Robin Back! Luffy vs. Blueno!,4.3K,32,619 Comments,"Released on May 10, 2014"
E271 - Don't Stop! Hoist the Counterattack Signal!,3.8K,31,912 Comments,"Released on May 10, 2014"
E272 - Almost to Luffy! Gather at the Courthouse Plaza!,4.8K,28,556 Comments,"Released on May 10, 2014"
E273 - Everything Is to Protect My Friends! Second Gear Activated!,5.4K,18,905 Comments,"Released on May 10, 2014"
"E274 - Give Us Your Answer, Robin! The Straw Hats' Outcry!",5.3K,22,855 Comments,"Released on May 10, 2014"
E275 - Robin's Past! The Girl Who Was Called a Devil!,4.7K,23,703 Comments,"Released on May 10, 2014"
E276 - Fated Mother and Daughter! the Mother's Name Is Olvia!,3.7K,31,572 Comments,"Released on May 10, 2014"
E277 - The Tragedy of Ohara! the Terror of the Buster Call!,3.9K,28,790 Comments,"Released on May 10, 2014"
E278 - Say You Want to Live! We Are Your Friends!,6.9K,29,"1,115 Comments","Released on May 10, 2014"
E279 - Jump Towards the Falls! Luffy's Feelings!,4K,56,696 Comments,"Released on May 17, 2014"
"E280 - The Ways of Men! Zoro's Techniques, Usopp's Dream!",2.7K,64,363 Comments,"Released on May 17, 2014"
E281 - A Bond of Friendship Woven by Tears! Nami's World Map!,2.3K,73,285 Comments,"Released on May 17, 2014"
E282 - Parting Builds a Man's Character! Sanji and Chopper!,2.3K,72,385 Comments,"Released on May 17, 2014"
E283 - Everything Is for Her Friends! Robin in the Darkness!,2.7K,107,375 Comments,"Released on May 17, 2014"
E284 - I'm Not Gonna Hand Over the Blueprints! Franky's Decision!,4.4K,31,658 Comments,"Released on May 17, 2014"
E285 - Obtain the Five Keys! the Straw Hat Pirates vs. CP9!,3.9K,29,823 Comments,"Released on May 17, 2014"
E286 - Devil Fruit Powers! Kaku and Jabra Transform!,3.8K,32,670 Comments,"Released on May 17, 2014"
E287 - I Won't Kick Even if It Costs Me My Life! Sanji's Chivalry!,3.8K,34,902 Comments,"Released on May 17, 2014"
E288 - Fukurou's Miscalculation! My Cola Is the Water of Life!,4K,26,705 Comments,"Released on May 17, 2014"
E289 - Zoro Busts Out a New Technique! the Sword's Name Is Sniper King?,3.7K,16,560 Comments,"Released on May 17, 2014"
E290 - Uncontrollable! Chopper's Forbidden Rumble!,4.3K,31,659 Comments,"Released on May 17, 2014"
E291 - Boss Luffy Returns! Is It a Dream or Reality? Lottery Ruckus!,2.9K,92,587 Comments,"Released on May 17, 2014"
E292 - A Big Rice Cake Tossing Race at the Castle! Red Nose's Plot!,2.1K,77,445 Comments,"Released on May 17, 2014"
E293 - Bubble Master Kalifa! the Soap Trap Closes in On Nami!,4.2K,21,791 Comments,"Released on May 17, 2014"
E294 - Resounding Bad News! Buster Call Invoked!,3.7K,17,756 Comments,"Released on May 17, 2014"
E295 - Five Namis? Nami Strikes Back With Mirages!,3.7K,27,821 Comments,"Released on May 17, 2014"
E296 - Nami's Decision! Fire at the Out-of-Control Chopper!,3.7K,22,691 Comments,"Released on May 17, 2014"
E297 - Hunter Sanji Makes an Entrance? Elegy for a Lying Wolf!,3.6K,25,804 Comments,"Released on May 17, 2014"
E298 - Fiery Kicks! Sanji's Full Course of Foot Techniques!,4.5K,24,827 Comments,"Released on May 17, 2014"
"E299 - Fierce Sword Attacks! Zoro vs. Kaku, Powerful Sword Fighting Showdown!",3.8K,24,719 Comments,"Released on May 17, 2014"
E300 - Demon God Zoro! an Incarnation of Asura Born from Fighting Spirit!,5K,20,"1,013 Comments","Released on May 17, 2014"
E301 - Spandam Frightened! the Hero On the Tower of Law!,4.4K,23,785 Comments,"Released on May 17, 2014"
"E302 - Robin Freed! Luffy vs. Lucci, Showdown Between Leaders!",4.4K,35,746 Comments,"Released on May 17, 2014"
E303 - Boss Luffy Is the Culprit? Track Down the Missing Great Cherry Tree!,2.3K,154,512 Comments,"Released on May 24, 2014"
E304 - I Can't Protect Anyone Unless I Win! Third Gear Activated!,4.4K,27,760 Comments,"Released on May 24, 2014"
E305 - Shivering Past! Dark Justice and Rob Lucci!,3.8K,26,482 Comments,"Released on May 24, 2014"
E306 - A Mysterious Mermaid Appears? As Consciousness Fades Away...,3.9K,24,718 Comments,"Released on May 24, 2014"
E307 - Cannon Fire Sinks the Island! Franky's Lamentation!,3.9K,27,628 Comments,"Released on May 24, 2014"
E308 - Wait for Luffy! Mortal Combat On the Bridge of Hesitation!,4.2K,23,678 Comments,"Released on May 24, 2014"
E309 - Fists Full of Emotion! Luffy Unleashes Gatling With All His Might!,6.3K,32,907 Comments,"Released on May 24, 2014"
"E310 - From the Sea, A Friend Arrives! The Straw Hats Share the Strongest Bond!",5.2K,35,"1,019 Comments","Released on May 24, 2014"
E311 - Everyone Makes a Great Escape! The Road to Victory Is for the Pirates!,5.1K,24,"1,000 Comments","Released on May 24, 2014"
"E312 - Thank You, Merry! Snow Falls Over the Parting Sea!",8.9K,25,"1,948 Comments","Released on May 24, 2014"
E313 - Peace Interrupted! a Navy Vice Admiral With a Fist of Love!,5K,21,640 Comments,"Released on May 24, 2014"
E314 - The Strongest Family? Luffy's Father Revealed!,5.4K,22,770 Comments,"Released on May 24, 2014"
E315 - Its Name Is the New World! the Fate of the Grand Line!,5.1K,32,701 Comments,"Released on May 24, 2014"
E316 - Shanks Makes a Move! the Linchpin to the Reckless Era!,5K,31,542 Comments,"Released on May 24, 2014"
E317 - A Girl in Search of Her Yagara! Great Search in the City of Water!,3K,60,298 Comments,"Released on May 24, 2014"
E318 - Mothers Are Strong! Zoro's Hectic Household Chores!,3.2K,43,521 Comments,"Released on May 24, 2014"
E319 - Sanji's Shock! Mysterious Old Man and His Super Yummy Cooking!,2.9K,23,369 Comments,"Released on May 24, 2014"
E320 - Everyone Finally Has a Bounty! A Pirate Group Worth Over 600 Million!,4.8K,20,535 Comments,"Released on May 24, 2014"
E321 - The King of Animals That Overlooks the Sea! The Dream Ship Magnificently Completed!,4.3K,23,715 Comments,"Released on May 24, 2014"
E322 - Goodbye My Dear Underlings! Franky Departs!,4.9K,34,946 Comments,"Released on May 24, 2014"
E323 - Departing the City of Water! Usopp Mans Up and Brings Closure to the Duel!,4.9K,28,832 Comments,"Released on May 24, 2014"
E324 - Wanted Posters Make It Around the World! Celebration in Their Hometowns As the Ship Moves Forward!,5.3K,28,723 Comments,"Released on May 24, 2014"
E325 - The Most Heinous Power! Blackbeard's Darkness Attacks Ace!,6.7K,58,914 Comments,"Released on May 24, 2014"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
"E751 - Curtain-up on a New Adventure! Arriving at the Phantom Island, Zou!",6.1K,94,800 Comments,"Released on Jul 30, 2016"
